일자,휴일구분,전체건수,성인건수,청소년건수,어린이건수,경로건수,유공자건수,장애인건수,3세미만건수,연간회원건수,평균기온,일강수량,평균상대습도,평균현지기압,미세먼지_PM10,미세먼지_PM25
2024-09-08,일요일,3290,1501,58,755,24,14,43,311,584,27.6,0,67.5,1006,13,10
2024-09-09,평일,241,136,3,50,1,0,2,29,20,29,0,67.9,1005.3,23,13
2024-09-10,평일,572,182,7,328,0,0,2,29,24,29.5,0,62.8,1005.7,21,11
2024-09-11,평일,487,87,2,384,0,2,0,11,1,28.1,21.2,79.8,1008.2,23,11
2024-09-12,평일,1364,108,328,859,2,0,28,10,29,26.5,4.1,89.9,1007.3,16,6
2024-09-13,평일,598,260,138,128,6,1,4,21,40,28,0,77,1002,16,8
2024-09-14,토요일,4544,2294,76,1003,75,18,60,359,659,28.8,0,74.4,998.8,12,8
2024-09-15,일요일,4707,2406,139,1147,96,41,84,321,473,29.3,0,70.3,1001.9,12,6
2024-09-16,휴일,3483,1848,97,788,115,23,91,265,256,28,0,70.4,1007.7,4,3
2024-09-17,휴일,4538,2410,113,1008,154,36,101,305,411,29.7,0,72,1007,7,4
2024-09-18,휴일,1555,749,37,325,22,9,27,111,275,28.2,2,81.8,1006.4,13,7
2024-09-19,평일,494,267,8,158,14,0,0,26,21,28.5,0,76,1006.7,10,5
2024-09-20,평일,96,33,43,8,3,0,6,3,0,25.5,45.6,93.5,1002.6,10,3
2024-09-21,토요일,96,29,0,10,3,0,6,7,41,21.4,131.2,95.9,998.7,2,1
2024-09-22,일요일,6021,2683,61,1074,63,52,103,841,1144,21.3,0,75.1,1004.4,5,2
2024-09-23,평일,726,281,7,263,6,13,27,68,61,21,0,59.6,1010,6,3
2024-09-24,평일,1659,423,65,944,49,12,29,66,71,20.9,0,64.3,1008.6,10,2
2024-09-25,평일,1989,446,183,1205,8,4,12,64,67,23.2,0,72,1006.6,13,4
2024-09-26,평일,2789,432,14,2194,18,3,19,54,55,24.1,0,74.3,1005.4,13,6
2024-09-27,평일,3582,784,357,2201,12,1,16,109,102,23,0,72.8,1005.9,18,9
2024-09-28,토요일,10122,4812,166,2789,138,52,145,1013,1007,22.7,0,71.9,1010.3,14,6
2024-09-29,일요일,6720,3325,78,1506,94,26,77,782,832,22.8,0,64.4,1012.1,7,4
2024-09-30,평일,1463,535,24,694,13,5,6,123,63,21,0,64.6,1008.2,8,3
2024-10-01,평일,3774,1586,61,1098,34,7,55,327,606,17,2,81,1004.8,11,5
2024-10-02,평일,3155,1166,445,1217,27,6,38,153,103,14.9,0,59.6,1010.9,12,5
2024-10-03,휴일,2872,1282,124,807,28,16,39,205,371,12.9,4,87.3,1014.4,15,7
2024-10-04,평일,7517,2899,1146,2594,66,17,73,418,304,16.2,0,80.5,1016.3,10,5
2024-10-05,토요일,12048,5934,262,2945,130,72,195,989,1521,17.2,0,74.1,1015.2,8,5
2024-10-06,일요일,3747,1700,41,703,40,22,40,350,851,16.6,0.2,88,1012.8,12,7
2024-10-07,평일,1583,355,505,557,11,0,48,50,57,17,2.3,85.3,1010.2,28,14
2024-10-08,평일,5177,834,1559,2477,24,9,16,135,123,16.7,0,81.8,1009.2,40,24
2024-10-09,평일,10038,4331,379,2259,119,37,167,1059,1687,18.5,0,70.4,1008.5,21,12
2024-10-10,평일,2441,498,331,1323,13,7,12,94,163,17.7,0,72.4,1007.7,13,7
2024-10-11,평일,5237,937,2156,1591,24,17,178,193,141,17.6,0,75.9,1010.8,19,13
2024-10-12,토요일,10698,5228,306,2611,109,35,215,931,1263,17.2,0,73.3,1015.4,28,18
2024-10-13,일요일,6690,3221,151,1419,81,21,94,678,1025,17.7,0,73.8,1015.4,21,15
2024-10-14,평일,243,113,3,98,7,0,0,12,10,17.7,8.3,91.5,1011.7,13,6
2024-10-15,평일,2112,260,12,1736,9,0,15,43,37,18.3,33.5,96.9,1010.1,11,5
2024-10-16,평일,3308,726,590,1664,21,5,98,103,101,18.9,0,86.5,1014.6,30,18
2024-10-17,평일,4014,646,117,2833,151,17,41,102,107,19.1,0,78.6,1014.2,21,9
2024-10-18,평일,4200,193,2213,1699,1,7,40,24,23,20,41.6,89.4,1005.7,19,7
2024-10-19,토요일,5334,2466,216,1540,98,31,106,346,531,17.6,1.9,84.4,1010.4,10,4
2024-10-20,일요일,5916,2894,165,1365,60,27,111,512,782,13.3,0,60.6,1022,10,2
2024-10-21,평일,964,358,55,387,29,3,26,56,50,13.9,0.4,85,1016,14,4
2024-10-22,평일,973,101,450,400,12,2,5,2,1,16.6,13.1,97.4,1007.2,5,2
2024-10-23,평일,1558,407,298,692,8,13,19,54,67,13.7,1.2,72.3,1009.6,15,4
2024-10-24,평일,2381,496,240,1344,34,18,114,71,64,12,0,76,1014.8,20,12
2024-10-25,평일,4875,1182,1429,1713,68,5,254,77,147,14.5,0,78,1016.7,20,11
2024-10-26,토요일,11830,5493,482,3087,148,52,175,1029,1364,17.2,0,74.4,1012.9,16,8
2024-10-27,일요일,6221,3087,196,1362,81,29,63,507,896,15.2,0.7,86.4,1006.9,17,10
2024-10-28,평일,1374,416,306,498,24,10,15,68,37,14.8,0,81.3,1007.6,24,17
2024-10-29,평일,2127,535,582,784,45,6,52,72,51,14.9,0,70.5,1011,14,4
2024-10-30,평일,1754,545,299,611,52,14,50,82,101,14.7,0,76.8,1014.8,25,16
2024-10-31,평일,2468,587,679,839,59,10,94,76,124,14.5,0,75.6,1015.1,28,21
2024-11-01,평일,2033,356,1069,459,29,4,11,41,64,13.3,1.6,88.1,1011.4,22,14
2024-11-02,토요일,6831,2960,183,2279,77,25,107,378,822,16.9,0.1,77.9,1009.9,18,11
2024-11-03,일요일,6928,3239,131,1582,110,30,55,634,1147,16.2,0,76.4,1014.3,16,11
2024-11-04,평일,805,361,13,245,21,7,63,25,70,14.5,0,69.3,1013.1,19,12
2024-11-05,평일,1003,353,334,138,23,14,37,34,70,9.8,0,56.4,1014.5,20,8
2024-11-06,평일,1065,282,172,496,11,4,13,29,58,7.3,0,54.9,1018.6,17,9
2024-11-07,평일,1239,341,48,591,19,10,102,61,67,7.7,0,66.9,1021.8,26,16
2024-11-08,평일,1834,601,302,666,28,18,52,49,118,10.5,0,73,1020,26,16
2024-11-09,토요일,6737,2947,262,2128,88,22,144,341,805,12.4,0,76.9,1018.4,23,16
2024-11-10,일요일,5082,2457,91,1163,61,6,59,414,831,13.3,0,78,1014.5,16,11
2024-11-11,평일,692,364,3,143,15,2,38,57,70,13.3,0,74.8,1012.3,27,18
2024-11-12,평일,1016,544,48,236,18,12,55,41,62,13.7,0,67.5,1012.1,32,23
2024-11-13,평일,936,385,25,290,12,5,26,88,105,13.1,0,71.9,1014.5,33,19
2024-11-14,평일,1675,351,868,315,14,3,15,52,57,13.8,0.1,78.4,1012.8,28,15
2024-11-15,평일,2113,604,680,606,16,4,42,69,92,14.8,5.5,78.6,1011,18,10
2024-11-16,토요일,7322,3294,169,2090,82,26,149,607,905,16.8,0.1,74.4,1008.7,19,10
2024-11-17,일요일,3116,1493,93,747,20,19,24,223,497,9.1,0,51.6,1015.3,17,9
2024-11-18,평일,670,218,251,125,9,0,17,24,26,2.6,0,34.4,1024.1,12,5
2024-11-19,평일,674,222,240,94,11,2,54,19,32,5.4,0,59.3,1021.6,18,10
2024-11-20,평일,623,213,152,86,15,11,83,32,31,6.7,0,67,1016.7,28,18
2024-11-21,평일,524,205,15,125,3,0,111,19,46,9.8,0,69.4,1012.8,37,28
2024-11-22,평일,958,390,163,254,10,5,33,57,46,7.2,0,54.1,1015.3,30,20
2024-11-23,토요일,3711,1786,111,1067,43,13,44,195,452,5.3,0,62,1019.3,25,16
2024-11-24,일요일,3402,1511,75,730,38,18,54,271,705,6.6,0,67,1021.3,26,19
2024-11-25,평일,579,301,69,117,6,4,8,24,50,9.7,0.3,66.8,1015.8,22,16
2024-11-26,평일,81,48,6,14,1,0,10,1,1,7.6,18,72.4,1005.3,11,4
2024-11-27,평일,249,226,6,8,0,0,6,1,2,2.3,3.8,75.5,1004.7,10,5
2024-11-28,평일,100,35,2,49,0,0,1,1,12,3.2,4.7,79.6,1003.9,10,5
2024-11-29,평일,177,69,43,25,9,2,9,3,17,2.2,0.4,81.1,1005.6,17,11
2024-11-30,토요일,2055,903,99,536,28,3,34,120,332,5.3,0,73.3,1008.1,12,6
2024-12-01,일요일,2309,1062,42,522,14,2,29,184,454,7.6,0,80,1008.1,19,11
2024-12-02,평일,423,232,9,86,5,4,16,41,30,8.3,0,75.6,1008.8,36,27
2024-12-03,평일,178,109,4,22,5,2,17,11,8,2.1,0,48.5,1015.4,16,6
2024-12-04,평일,161,78,18,26,6,6,4,9,14,3.6,0,48.5,1013.9,17,9
2024-12-05,평일,254,88,127,21,1,0,0,10,7,4.5,0,69.5,1009.7,19,14
2024-12-06,평일,419,179,11,159,8,0,5,20,37,4,0,65,1013,13,6
2024-12-07,토요일,1773,755,87,593,15,4,24,76,219,1.4,0,66.3,1016.1,17,9
2024-12-08,일요일,1484,635,44,346,15,8,23,98,315,0.5,0,58,1018.5,14,9
2024-12-09,평일,288,159,23,57,4,2,11,24,8,2,0,63.4,1016.9,23,13
2024-12-10,평일,312,91,145,25,6,3,3,22,17,3.9,0,58.6,1016,28,18
2024-12-11,평일,142,81,6,26,1,1,2,11,14,2.5,0,62.6,1014.6,39,29
2024-12-12,평일,174,104,24,9,2,0,2,15,18,1.2,0,54.8,1016.7,34,20
2024-12-13,평일,278,84,29,140,2,4,5,5,9,0.6,0,59.5,1014.5,20,13
2024-12-14,토요일,1360,552,121,403,7,3,21,73,180,0.5,0,59.1,1017.2,18,11
2024-12-15,일요일,472,178,81,76,3,1,12,24,97,1.7,1.4,81.5,1013.6,12,8
2024-12-16,평일,232,125,20,42,6,0,4,13,22,2.7,0.1,61.4,1014.5,12,6
2024-12-17,평일,205,95,5,39,5,4,22,8,27,1.6,0,54.8,1017.1,17,12
2024-12-18,평일,147,93,19,19,2,2,1,5,6,-2,0,50.4,1018.6,17,9
2024-12-19,평일,287,224,23,17,10,0,2,6,5,-1.9,0,54.1,1021.2,27,17
2024-12-20,평일,178,99,28,27,3,2,0,9,10,0.7,0.2,67.4,1014.6,29,17
2024-12-21,토요일,544,234,58,125,4,1,17,24,81,0.6,1.9,75.1,1011.7,28,16
2024-12-22,일요일,749,357,28,141,7,2,13,38,163,-2.5,0,55.9,1019.5,15,4
2024-12-23,평일,233,107,53,34,7,1,12,11,8,-0.4,0,73.9,1018.9,17,8
2024-12-24,평일,249,178,8,20,5,2,9,13,14,0.6,0,65.5,1020.1,21,10
2024-12-25,휴일,2692,1365,211,549,25,3,31,130,378,2.5,0,67,1017.7,22,11
2024-12-26,평일,423,218,19,101,8,0,5,30,42,2.4,0,59.3,1017.1,33,11
2024-12-27,평일,371,226,19,62,4,0,5,26,29,-1.4,0.1,61.4,1018.3,23,9
2024-12-28,토요일,713,328,33,181,10,1,43,39,78,-2,0,62,1016.7,23,11
2024-12-29,일요일,1124,552,46,216,23,6,20,58,203,2.1,0,67.8,1017.3,20,8
2024-12-30,평일,880,454,19,218,16,3,4,59,107,6.7,0,65.3,1011.6,38,15
2024-12-31,평일,635,333,12,129,13,1,8,38,101,2.3,0,44.1,1013.3,42,11
2025-01-01,휴일,1960,975,67,381,48,10,32,146,301,2.6,0,60.5,1014.9,27,9
2025-01-02,평일,545,262,12,138,10,7,9,34,73,1.8,0,53.3,1016.6,33,12
2025-01-03,평일,440,224,10,116,5,4,12,31,38,0.3,0,50.8,1018.5,17,7
2025-01-04,토요일,1197,570,31,276,11,2,19,78,210,0.6,0,57.3,1018.9,17,7
2025-01-05,일요일,429,227,10,84,2,0,9,20,77,2.2,0.3,80.5,1012.5,19,10
2025-01-06,평일,195,105,7,59,5,0,0,6,13,2,1.8,75.5,1008.9,34,14
2025-01-07,평일,150,75,19,33,2,1,3,3,14,-1.5,0.5,66.6,1011.3,17,7
2025-01-08,평일,47,30,1,10,0,0,2,1,3,-1.7,0.6,82.8,1012.6,15,8
2025-01-09,평일,25,15,4,4,0,0,0,0,2,-8.1,0,47.8,1018.2,16,5
2025-01-10,평일,45,32,1,2,0,0,2,3,5,-6.6,0,55.6,1024.1,24,10
2025-01-11,토요일,522,244,35,117,29,1,4,25,67,-3,0,64.8,1020.9,25,14
2025-01-12,일요일,831,364,22,179,17,4,24,38,183,-1.9,0,68.3,1016.7,28,17
2025-01-13,평일,304,165,16,81,4,1,8,15,14,1.1,0,65.5,1017.9,36,21
2025-01-14,평일,370,124,122,43,5,0,29,20,27,4.9,0.1,56.4,1016.5,42,20
2025-01-15,평일,173,93,26,44,3,0,0,3,4,-1.8,0,45.5,1020.7,27,7
2025-01-16,평일,195,99,19,60,6,0,1,9,1,0.9,0,57,1017.3,20,7
2025-01-17,평일,372,177,42,110,0,5,5,13,20,1.3,0,58.6,1018.6,41,21
2025-01-18,토요일,1658,695,79,460,17,7,20,81,299,1,0,50.8,1016.2,38,18
2025-01-19,일요일,2000,847,75,416,33,6,30,136,457,1.7,0,62.3,1010,26,16
2025-01-20,평일,344,160,32,103,3,0,14,17,15,2.8,0,71.8,1008.9,42,25
2025-01-21,평일,316,168,28,79,4,1,2,13,21,2.5,0,70.6,1014.4,77,55
2025-01-22,평일,295,178,34,39,6,0,6,8,24,3.4,0,71.3,1016.5,74,64
2025-01-23,평일,291,168,15,76,5,0,8,11,8,2.9,0,51.4,1017,53,45
2025-01-24,평일,419,205,33,100,7,2,13,19,40,2.6,0,45,1018,38,30
2025-01-25,토요일,2221,980,88,523,15,4,29,169,413,4.3,0,53.5,1020.1,26,21
2025-01-26,일요일,3009,1533,102,716,55,5,20,197,381,5.2,0,50.9,1016.8,9,5
2025-01-27,평일,475,290,25,98,11,0,9,16,26,0.3,4.5,82.8,1008.3,30,10
2025-01-28,평일,153,97,8,21,3,0,9,5,10,-1.4,4.4,79.8,1009.2,12,7
2025-01-29,평일,320,182,18,51,15,1,7,10,36,-2.6,0.3,71.5,1017,16,10
2025-01-30,평일,1008,493,38,179,36,7,24,57,174,-1.8,0,68.3,1020.1,18,12
2025-01-31,평일,900,466,58,246,22,3,5,45,55,1.9,0,70.6,1017.8,27,23
2025-02-01,토요일,1168,565,54,253,18,0,7,83,188,3.5,0.2,84.5,1013,41,38
2025-02-02,일요일,2048,845,91,403,17,2,35,166,489,2.4,0,78,1010.8,40,33
2025-02-03,평일,280,162,24,61,2,0,13,5,13,-1.4,0.2,50,1012.1,27,16
2025-02-04,평일,93,66,11,10,1,0,0,2,3,-6.2,0,58.1,1011.4,12,6
2025-02-05,평일,95,70,8,10,1,0,1,3,2,-6.4,0,56.1,1011.1,13,7
2025-02-06,평일,170,69,21,77,1,0,1,0,1,-4.1,0.7,61.9,1013.5,15,10
2025-02-07,평일,22,14,0,1,1,0,0,1,5,-6.4,1.3,73.6,1013.2,21,8
2025-02-08,토요일,358,151,41,95,6,1,3,8,53,-6.6,0,64.4,1020.5,19,7
2025-02-09,일요일,752,376,51,145,10,1,13,32,124,-3.9,0,64.1,1019.5,17,9
2025-02-10,평일,280,156,23,66,4,0,7,11,13,-2.6,0,71.5,1019.4,19,15
2025-02-11,평일,437,195,112,83,1,2,3,10,31,0.3,0,55,1020,34,25
2025-02-12,평일,18,13,0,1,0,0,2,1,1,1.1,8.3,82.1,1009.5,24,19
2025-02-13,평일,504,191,76,184,7,0,5,15,26,1.1,0,47.4,1016.2,22,6
2025-02-14,평일,978,352,88,420,8,3,14,38,55,3.5,0,63.5,1014.4,43,17
2025-02-15,토요일,3500,1515,247,933,29,4,20,244,508,2.9,0,64.8,1010.3,54,31
2025-02-16,일요일,4319,1847,169,1023,37,11,90,336,806,5.1,0,67.3,1009,56,43
2025-02-17,평일,625,311,71,193,10,0,5,19,16,1.3,0,34,1016,37,9
2025-02-18,평일,392,205,40,102,10,0,8,5,22,-0.9,0,39.9,1018.6,22,6
2025-02-19,평일,420,210,21,153,3,1,2,5,25,-1.6,0,42.6,1020.7,20,7
2025-02-20,평일,482,208,62,168,6,0,20,5,13,-1.9,0,44.4,1022.1,21,10
2025-02-21,평일,604,250,50,244,7,0,17,18,18,-1.5,0,42.3,1022.9,22,8
2025-02-22,토요일,1888,874,139,557,15,5,91,67,140,-1,0.4,54.6,1024.2,26,13
2025-02-23,일요일,1353,637,107,351,47,2,21,60,128,-2.7,0,47.5,1023.3,24,11
2025-02-24,평일,846,413,84,270,11,0,2,27,39,-0.7,0,41.3,1023.8,20,9
2025-02-25,평일,921,384,94,360,8,0,6,25,44,1.7,0,58.8,1019.6,22,9
2025-02-26,평일,1440,630,63,449,26,4,20,106,142,5.3,0,44.4,1016.4,51,26
2025-02-27,평일,3257,1408,92,1078,49,13,42,211,364,6.6,0,28.1,1014.3,41,15
2025-02-28,평일,4263,1828,172,1570,55,6,36,287,309,9.8,0,55.8,1012.4,28,15
2025-03-01,휴일,3108,1499,106,899,21,17,55,233,278,6.3,2.6,88.3,1010.3,32,23
2025-03-02,일요일,2076,1038,45,444,35,5,55,145,309,9.7,5.7,84.5,1006.7,34,23
2025-03-03,평일,529,226,27,93,7,4,18,25,129,3.5,23,71.4,1013.2,9,3
2025-03-04,평일,24,12,0,3,0,0,0,5,4,3.4,0.9,70.4,1012.6,7,2
2025-03-05,평일,147,83,0,13,1,1,36,9,4,5.5,0,66.1,1013.9,8,3
2025-03-06,평일,110,56,2,3,1,4,6,17,21,5.1,0,56.3,1017.7,29,17
2025-03-07,평일,232,119,1,25,9,4,4,29,41,5.6,0,49.5,1019.4,44,30
2025-03-08,토요일,2891,1192,66,530,34,19,100,226,724,6.2,0,54,1018.2,30,18
2025-03-09,일요일,5150,2221,74,977,56,12,111,399,1300,6.8,0,57.3,1021.6,39,26
2025-03-10,평일,373,208,2,33,10,6,10,65,39,8.2,0,46.9,1018.1,42,28
2025-03-11,평일,325,185,0,23,11,2,16,47,41,9.8,0,45.8,1012.7,40,26
2025-03-12,평일,238,129,0,28,4,1,5,29,42,9.6,0,62.1,1009.1,44,28
2025-03-13,평일,244,145,0,28,6,0,21,23,21,10.3,0,48.6,1014.5,57,21
2025-03-14,평일,1059,685,8,97,10,44,12,93,110,12.9,0,31.8,1016.5,62,16
2025-03-15,토요일,5445,2522,110,1295,59,29,96,419,915,9.8,0,52.5,1014.1,21,4
2025-03-16,일요일,498,213,22,94,4,5,17,27,116,4.5,0.9,59.4,1006.8,24,11
2025-03-17,평일,210,125,3,22,3,4,10,25,18,3.8,0,35.4,1009.3,35,16
2025-03-18,평일,16,11,0,2,0,0,0,1,2,1.2,3.9,77.4,1008.2,32,22
2025-03-19,평일,147,94,5,13,2,6,5,9,13,3.2,0,47,1016.3,45,30
2025-03-20,평일,258,128,3,37,7,1,10,30,42,7.6,0,61.4,1011.5,51,31
2025-03-21,평일,645,334,13,108,8,4,24,67,87,12.8,0,51.1,1005.3,62,35
2025-03-22,토요일,7545,3654,184,1820,92,11,72,576,1136,14.9,0,42.8,1003.5,69,42
2025-03-23,일요일,7285,3581,112,1622,77,44,108,544,1197,16.6,0,40.1,1002.5,67,36
2025-03-24,평일,574,346,9,76,11,3,17,67,45,16.6,0,53.4,996.7,72,37
2025-03-25,평일,382,226,3,63,11,0,8,46,25,15.4,0,54.4,994.2,122,44
2025-03-26,평일,619,308,17,149,10,0,21,50,64,18.5,0,36,996.3,79,17
2025-03-27,평일,170,76,2,60,3,0,6,10,13,16.1,0.7,68.3,994.4,60,17
2025-03-28,평일,669,440,14,79,11,4,17,36,68,7.5,0,42.1,1007,38,18
2025-03-29,토요일,2495,1115,129,760,25,7,14,113,332,3.9,0,42.6,1015.3,23,6
2025-03-30,일요일,2365,1141,98,540,58,7,41,118,362,4.4,0,43.9,1020.6,24,7
2025-03-31,평일,564,295,4,138,9,6,26,51,35,8.1,0,52.4,1017.7,32,12
2025-04-01,평일,686,277,1,205,66,6,43,39,49,10.3,0,46.9,1014.3,47,25
2025-04-02,평일,438,242,5,73,14,2,20,45,37,9.6,0,47.9,1011.2,44,27
2025-04-03,평일,485,252,4,124,17,1,14,31,42,10.3,0,57.8,1012,38,28
2025-04-04,평일,1372,527,373,237,12,4,19,75,125,11.7,0.4,55.8,1011.7,43,32
2025-04-05,토요일,662,284,50,191,8,0,23,23,83,9.4,11.7,79.1,1004.9,34,23
2025-04-06,일요일,7432,3519,241,1449,140,43,102,574,1364,10.7,0,53.6,1008.3,33,15
2025-04-07,평일,1093,628,4,185,69,7,24,102,74,13.8,0,43,1009.2,38,15
2025-04-08,평일,742,339,0,117,27,21,72,92,74,15.6,0,41.4,1006.2,54,18
2025-04-09,평일,1110,287,410,236,45,11,27,38,56,13.9,0,42.4,1003.3,36,13
2025-04-10,평일,879,262,56,289,110,11,52,43,56,14,0,53.1,999.3,46,19
2025-04-11,평일,2966,1051,584,699,99,20,90,179,244,16.2,0,47,1002.8,39,23
2025-04-12,토요일,3537,1331,82,1073,94,29,77,267,584,14.7,13,57,998.5,32,16
2025-04-13,일요일,1800,870,41,432,32,5,38,117,265,5.8,5.2,68.1,994.3,39,6
2025-04-14,평일,82,35,0,11,22,2,2,7,3,5.1,6.2,81.6,991.4,20,6
2025-04-15,평일,1421,511,3,741,13,3,39,69,42,8.8,0,66.9,999.4,20,12
2025-04-16,평일,2573,472,411,1360,26,14,120,101,69,16,0,50.9,1000.5,32,16
2025-04-17,평일,2028,551,2,1188,27,24,56,86,94,21.8,0,54.1,998,51,15
2025-04-18,평일,2922,1228,10,1125,30,16,182,166,165,21.4,0,63.5,1001.6,62,19
2025-04-19,토요일,6944,2656,116,2768,106,57,95,415,731,20.8,4.2,70.5,1001,37,9
2025-04-20,일요일,6785,3267,71,1518,97,63,219,499,1051,17.6,0.9,78.9,1004.7,20,8
2025-04-21,평일,1567,610,3,623,62,13,81,107,68,21.5,0,62.4,1006,19,7
2025-04-22,평일,212,50,0,71,2,0,84,0,5,17.7,25.6,91.5,997.7,14,8
2025-04-23,평일,1869,494,4,1094,32,7,68,94,76,17.5,0,77.1,998.7,10,7
2025-04-24,평일,2265,785,14,1104,107,13,47,125,70,15,0,55.1,1002.1,22,16
2025-04-25,평일,3883,1174,255,2067,80,15,76,88,128,12.7,0,33.1,1008.6,39,25
2025-04-26,토요일,10180,4781,138,2899,185,97,245,814,1021,14.4,0,37.4,1011.3,18,7
2025-04-27,일요일,7330,3706,110,1698,179,34,91,447,1065,17.2,0,26.9,1007.6,12,5
2025-04-28,평일,1349,513,147,395,82,12,54,84,62,15.3,0,39.6,1002.3,22,9
2025-04-29,평일,1488,564,2,602,128,12,39,96,45,14.7,0,42.5,1005.5,29,16
2025-04-30,평일,1954,595,490,550,33,26,138,79,43,18.6,0,40.8,1005.7,31,15
2025-05-01,평일,5638,828,3303,940,46,17,68,163,273,14.8,35.9,77,1000.2,24,10
2025-05-02,평일,8065,2796,1948,2100,138,40,194,576,273,13.6,0,55.8,1003.1,26,12
2025-05-03,토요일,2479,1284,79,582,94,12,47,113,268,10.5,22.1,83.5,1001.3,17,12
2025-05-04,일요일,20083,10857,657,5263,441,193,375,1305,992,14.3,0,48.1,1005.5,23,9
2025-05-05,휴일,13476,7162,441,3582,314,91,259,800,827,11.9,0.1,60.4,1004.1,18,8
2025-05-06,휴일,5696,2846,233,1255,130,38,96,409,689,13.1,0,66.5,999.6,16,9
2025-05-07,평일,1133,397,251,216,44,9,96,88,32,14.7,0,61.9,1005.9,17,8
2025-05-08,평일,2136,366,1202,274,44,16,86,93,55,18.2,0,55.4,1008.8,58,14
2025-05-09,평일,2122,32,2025,58,1,0,3,1,2,15.4,11,85.1,997,21,7
2025-05-10,토요일,1422,512,95,552,34,2,74,39,114,12.6,4.4,90.1,994.9,15,6
2025-05-11,일요일,5558,2685,184,1208,130,28,58,269,996,15.4,0,69.1,999,33,22
2025-05-12,평일,3022,440,1683,676,31,12,34,77,69,17.7,0,59.4,1003,29,20
2025-05-13,평일,1655,345,779,349,23,2,59,47,51,19.3,0,53.5,1007.5,32,21
2025-05-14,평일,1941,447,768,532,81,8,27,42,36,21,0,51.8,1008.1,31,20
2025-05-15,평일,1803,267,1099,220,77,2,77,22,39,21.6,4.2,81.3,1007,17,7
2025-05-16,평일,2664,574,1629,374,19,2,29,19,18,20.5,14.3,88.8,1004,14,4
2025-05-17,토요일,7626,3472,186,2143,153,69,154,430,1019,19.4,0.5,81.3,998.7,18,9
2025-05-18,일요일,6361,3144,117,1467,80,37,97,393,1026,16.2,0,56.6,1003.4,33,15
2025-05-19,평일,2091,1482,176,222,23,6,43,79,60,18.8,0,65.1,998.8,28,11
2025-05-20,평일,1643,318,978,193,51,4,15,57,27,25.4,0,71.6,1000.5,18,5
2025-05-21,평일,1063,338,352,233,16,4,18,46,56,25.5,0,72.4,998.8,14,5
2025-05-22,평일,1166,302,359,188,172,6,55,56,28,21.2,0.3,80.3,999.9,17,10
2025-05-23,평일,2502,677,997,513,36,3,31,83,162,19.9,0,43.5,1003.2,20,14
2025-05-24,토요일,5446,2401,218,1677,103,24,47,231,745,16,0.6,60.5,1001.6,12,7
2025-05-25,일요일,7277,3463,198,1580,110,24,103,472,1327,17.8,0,64.9,1006.7,14,7
2025-05-26,평일,955,448,4,266,28,4,33,65,107,19.7,0,54.1,1009.2,26,15
2025-05-27,평일,1112,295,455,220,14,5,40,39,44,20.5,0,52.6,1010.3,34,24
2025-05-28,평일,1098,276,189,166,277,7,54,38,91,20.7,0,56.3,1009.9,33,22
2025-05-29,평일,822,258,195,164,27,6,62,45,65,20.6,0,58.5,1007.2,33,24
2025-05-30,평일,1669,631,326,413,20,6,20,87,166,20.4,0,52.8,1004.9,27,19
2025-05-31,토요일,8430,3626,219,2422,146,38,117,394,1468,20.4,0,58.8,1003.7,28,19
2025-06-01,일요일,5291,2533,99,1064,84,24,51,546,890,22.4,0,56.8,1001.7,34,26
2025-06-02,평일,1455,489,501,302,16,10,28,61,48,20.4,0,65.6,996.1,38,28
2025-06-03,휴일,5239,2380,107,1369,72,25,67,438,781,21.1,0,53.9,993.1,33,23
2025-06-04,평일,853,307,142,256,11,4,45,55,33,20.8,0,48.9,997.8,25,12
2025-06-05,평일,1657,460,733,288,25,7,21,54,69,21.2,0,47.3,1003.4,18,8
2025-06-06,휴일,8557,4585,234,2337,168,23,75,264,871,23.7,0,40.8,1001.7,28,14
2025-06-07,토요일,10047,5111,238,2476,164,70,164,670,1154,24.3,0,53.1,1000.8,34,17
2025-06-08,일요일,3915,1964,79,792,39,18,36,318,669,25.5,0,65.9,1000.3,28,16
2025-06-09,평일,457,254,3,93,9,0,16,53,29,25.5,0,62.9,999.4,18,12
2025-06-10,평일,372,182,9,89,10,2,13,39,28,23.6,0,66.6,999.6,19,10
2025-06-11,평일,444,269,1,81,19,4,5,36,29,23.1,0,48.8,1004.4,14,8
2025-06-12,평일,413,175,7,75,44,5,49,33,25,25.1,0,43.6,1006.8,21,11
2025-06-13,평일,314,184,0,54,11,2,15,32,16,21.3,39.9,73.9,1005.3,22,13
2025-06-14,토요일,2770,1256,41,550,43,10,29,173,668,23.8,44.7,84.8,994.5,10,2
2025-06-15,일요일,2050,917,40,429,29,12,27,155,441,26.3,37.4,73.4,991.8,20,12
2025-06-16,평일,446,328,2,51,6,2,1,21,35,24.2,26.3,83.1,991.7,22,10
2025-06-17,평일,576,195,182,130,9,0,11,23,26,25,3.6,74.6,997.6,33,14
2025-06-18,평일,462,180,2,221,7,2,6,16,28,25.8,0,62.8,1003.5,31,16
2025-06-19,평일,311,162,3,90,8,0,0,22,26,27.2,0,63.6,1004.8,-,-
2025-06-20,평일,83,51,0,15,10,3,0,3,1,24.9,49.4,85.5,998.8,6,1
2025-06-21,토요일,214,78,4,28,1,1,15,8,79,21.1,78.3,94.9,996.9,7,2
